product_code,product_name,txn_date,txn_nep_month,txn_nep_date,account_id,amount,channel,theater,user_type,last_txn_before_bhadra,first_active_after_bhadra,active_difference,churn_or_not,day_of_week
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-09,Ashoj,23,5062737,1440.0,GPRS,QFX Civil,Old User,20/07/2025,30/08/2025,41.0,1 Months Churn,Thursday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-09,Ashoj,23,5068135,1950.0,GPRS,Qfx Labim,Old User,15/08/2025,19/08/2025,4.0,Not Churn,Thursday
QFX_labim,QFX Labim,2025-09-08,Bhadra,23,5068135,2340.0,WEB,QFX Labim,Old User,15/08/2025,19/08/2025,4.0,Not Churn,Monday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-18,Bhadra,2,5079104,660.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Deleted User,15/08/2025,17/08/2025,2.0,Not Churn,Monday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-09,Ashoj,23,5079104,1050.0,GPRS,Regal Cinemas ( Butwal),Deleted User,15/08/2025,17/08/2025,2.0,Not Churn,Thursday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-30,Bhadra,14,5086888,4270.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Saturday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-10-01,Ashoj,15,5086888,780.0,GPRS,Q's Cinemas,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Wednesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-26,Bhadra,10,5086888,1750.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Tuesday
NP-ES-QSCINEMA,Q's Cinema_QFX,2025-10-02,Ashoj,16,5086888,2655.0,WEB,Q's Cinema_QFX,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Thursday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-22,Bhadra,6,5086888,3120.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-20,Bhadra,4,5087267,400.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,14/08/2025,18/08/2025,4.0,Not Churn,Wednesday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-07,Ashoj,21,5087267,400.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,14/08/2025,18/08/2025,4.0,Not Churn,Tuesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-11,Ashoj,25,5089707,520.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Saturday
bigmovies,Bigmovies,2025-08-31,Bhadra,15,5089707,370.0,WEB,Bigmovies,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Sunday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-29,Bhadra,13,5092875,440.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,01/08/2025,29/08/2025,28.0,Not Churn,Friday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-19,Ashoj,3,5092875,440.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,01/08/2025,29/08/2025,28.0,Not Churn,Friday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-14,Ashoj,28,5092875,350.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,01/08/2025,29/08/2025,28.0,Not Churn,Tuesday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-21,Bhadra,5,5139132,570.0,WEB,Chitwan Cineplex Pvt. Ltd.,Deleted User,16/08/2025,18/08/2025,2.0,Not Churn,Thursday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-03,Ashoj,17,5139132,760.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Deleted User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
eSewa_MidTown,MIDTOWN CINEMAS,2025-09-03,Bhadra,18,5142120,780.0,WEB,MIDTOWN CINEMAS,Old User,04/07/2025,03/09/2025,61.0,2 Months Churn,Wednesday
NP-ES-MOVIES-QFXPKR,QFX Cinemas,2025-10-08,Ashoj,22,5142120,400.0,GPRS,QFX Cinemas,Old User,04/07/2025,03/09/2025,61.0,2 Months Churn,Wednesday
QFX_civil,QFX Civil,2025-09-05,Bhadra,20,5142928,520.0,WEB,QFX Civil,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Friday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-09-23,Ashoj,7,5142928,250.0,GPRS,QFX Civil,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Tuesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-05,Ashoj,19,5142928,3010.0,GPRS,QFX Civil,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Sunday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-06,Ashoj,20,5157959,1140.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-28,Bhadra,12,5157959,600.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
eSewa_QFXChhaya,QFX Chhaya Centre,2025-08-31,Bhadra,15,5211589,960.0,WEB,QFX Chhaya Centre,Old User,15/08/2025,19/08/2025,4.0,Not Churn,Sunday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-01,Ashoj,15,5211589,440.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,15/08/2025,19/08/2025,4.0,Not Churn,Wednesday
NP-ES-SIMARABC,iNi Cinemas - KSR Simara,2025-08-26,Bhadra,10,5217783,450.0,WEB,iNi Cinemas - KSR Simara,Old User,15/08/2025,20/08/2025,5.0,Not Churn,Tuesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-09,Ashoj,23,5217783,1040.0,GPRS,QFX Civil,Old User,15/08/2025,20/08/2025,5.0,Not Churn,Thursday
NP-ES-SCREEN,iNi Cinemas - NB Center,2025-08-26,Bhadra,10,5217783,400.0,WEB,iNi Cinemas - NB Center,Old User,15/08/2025,20/08/2025,5.0,Not Churn,Tuesday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-05,Ashoj,19,5219364,390.0,GPRS,Qfx Labim,Old User,16/08/2025,19/08/2025,3.0,Not Churn,Sunday
QFX_labim,QFX Labim,2025-09-16,Bhadra,31,5219364,560.0,WEB,QFX Labim,Old User,16/08/2025,19/08/2025,3.0,Not Churn,Tuesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-02,Ashoj,16,5224798,880.0,GPRS,QFX Civil,Old User,14/08/2025,19/08/2025,5.0,Not Churn,Thursday
QFX_labim,QFX Labim,2025-08-29,Bhadra,13,5224798,1120.0,WEB,QFX Labim,Old User,14/08/2025,19/08/2025,5.0,Not Churn,Friday
QFX_civil,QFX Civil,2025-09-19,Ashoj,3,5224798,880.0,WEB,QFX Civil,Old User,14/08/2025,19/08/2025,5.0,Not Churn,Friday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-09,Ashoj,23,5261200,800.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Thursday
Qfx_Jalma,QFX Jalma Bharatpur,2025-08-27,Bhadra,11,5261200,600.0,WEB,QFX Jalma Bharatpur,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Wednesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-11,Ashoj,25,5280437,2640.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-27,Bhadra,11,5280437,1000.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-01,Bhadra,16,5280437,1750.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
NP-ES-CINEROYALE,Cineroyale,2025-10-01,Ashoj,15,5288220,400.0,WEB,Cineroyale,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Wednesday
NP-ES-STSE,STS Entertainment,2025-09-29,Ashoj,13,5288220,600.0,WEB,STS Entertainment,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Monday
FCUBECINEMAS,FCube Cinemas,2025-09-05,Bhadra,20,5288220,1920.0,WEB,FCube Cinemas,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Friday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-07,Ashoj,21,5288220,500.0,GPRS,QFX Civil,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Tuesday
NP-ES-INFINITYMOV,Infinity Movies Pvt. Ltd.,2025-09-06,Bhadra,21,5288220,900.0,WEB,Infinity Movies Pvt. Ltd.,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Saturday
NP-ES-INFINITYMOV,Infinity Movies Pvt. Ltd.,2025-10-09,Ashoj,23,5288220,750.0,WEB,Infinity Movies Pvt. Ltd.,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Thursday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-28,Bhadra,12,5294175,500.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,28/07/2025,28/08/2025,31.0,1 Months Churn,Thursday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-09,Ashoj,23,5294175,500.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,28/07/2025,28/08/2025,31.0,1 Months Churn,Thursday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-14,Ashoj,28,5319270,750.0,GPRS,QFX Civil,Old User,12/08/2025,17/08/2025,5.0,Not Churn,Tuesday
QFX_civil,QFX Civil,2025-08-30,Bhadra,14,5319270,1760.0,WEB,QFX Civil,Old User,12/08/2025,17/08/2025,5.0,Not Churn,Saturday
NP-ES-CINEROYALE,Cineroyale,2025-08-29,Bhadra,13,5334071,1800.0,WEB,Cineroyale,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Friday
NP-ES-CINEROYALE,Cineroyale,2025-09-17,Bhadra,1,5334071,700.0,WEB,Cineroyale,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-01,Ashoj,15,5334071,1920.0,GPRS,QFX Civil,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
NP-ES-MOVIES-QFXPKR,QFX Cinemas,2025-10-02,Ashoj,16,5334071,1560.0,GPRS,QFX Cinemas,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-10,Ashoj,24,5339329,1440.0,GPRS,Qfx Labim,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Friday
QFX_labim,QFX Labim,2025-09-04,Bhadra,19,5339329,1120.0,WEB,QFX Labim,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-09-29,Ashoj,13,5342458,1920.0,GPRS,Qfx Labim,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Monday
FCUBECINEMAS,FCube Cinemas,2025-09-04,Bhadra,19,5342458,1740.0,WEB,FCube Cinemas,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Thursday
FCUBECINEMAS,FCube Cinemas,2025-08-27,Bhadra,11,5347858,1020.0,WEB,FCube Cinemas,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-30,Ashoj,14,5347858,1320.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-04,Bhadra,19,5347858,440.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-10-04,Ashoj,18,5347858,880.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-08,Ashoj,22,5347858,660.0,GPRS,Regal Cinemas Pvt. Ltd.,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-06,Ashoj,20,5365239,820.0,GPRS,Regal Cinemas ( Butwal),Old User,15/08/2025,23/08/2025,8.0,Not Churn,Monday
NP-ES-QBOX,iNi Cinemas - Butwal,2025-09-16,Bhadra,31,5365239,330.0,WEB,iNi Cinemas - Butwal,Old User,15/08/2025,23/08/2025,8.0,Not Churn,Tuesday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-10,Ashoj,24,5375047,1140.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,10/08/2025,23/08/2025,13.0,Not Churn,Friday
Qfx_Jalma,QFX Jalma Bharatpur,2025-10-05,Ashoj,19,5375047,1140.0,WEB,QFX Jalma Bharatpur,Old User,10/08/2025,23/08/2025,13.0,Not Churn,Sunday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-30,Bhadra,14,5375047,1140.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,10/08/2025,23/08/2025,13.0,Not Churn,Saturday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-27,Bhadra,11,5390914,750.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-04,Ashoj,18,5390914,960.0,GPRS,Qfx Labim,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-01,Ashoj,15,5390914,880.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-11,Ashoj,25,5390914,880.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
NP-ES-SCREEN,iNi Cinemas - NB Center,2025-08-23,Bhadra,7,5401997,2700.0,WEB,iNi Cinemas - NB Center,Old User,27/07/2025,23/08/2025,27.0,Not Churn,Saturday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-09,Ashoj,23,5401997,1040.0,GPRS,QFX Civil,Old User,27/07/2025,23/08/2025,27.0,Not Churn,Thursday
QFX_labim,QFX Labim,2025-09-05,Bhadra,20,5404980,560.0,WEB,QFX Labim,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Friday
NP-ES-ONECINEMA,One Cinema- Baneshwor ( Ticket Purchase),2025-08-26,Bhadra,10,5404980,1250.0,WEB,One Cinema- Baneshwor ( Ticket Purchase),Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-ONECINEMA,One Cinema- Baneshwor ( Ticket Purchase),2025-08-27,Bhadra,11,5404980,750.0,WEB,One Cinema- Baneshwor ( Ticket Purchase),Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-12,Ashoj,26,5404980,1040.0,GPRS,QFX Civil,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-09-25,Ashoj,9,5447667,440.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,14/08/2025,31/08/2025,17.0,Not Churn,Thursday
QFX_labim,QFX Labim,2025-08-31,Bhadra,15,5447667,1120.0,WEB,QFX Labim,Old User,14/08/2025,31/08/2025,17.0,Not Churn,Sunday
NP-ES-MOVIES-QFXPKR,QFX Cinemas,2025-10-04,Ashoj,18,5487181,780.0,GPRS,QFX Cinemas,Old User,14/08/2025,22/08/2025,8.0,Not Churn,Saturday
NP-ES-CINEROYALE,Cineroyale,2025-08-22,Bhadra,6,5487181,1200.0,WEB,Cineroyale,Old User,14/08/2025,22/08/2025,8.0,Not Churn,Friday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-13,Ashoj,27,5491522,1520.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-18,Bhadra,2,5491522,1140.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-08-30,Bhadra,14,5506936,760.0,WEB,Skyline moives (QFX Birgunj ),Old User,13/08/2025,18/08/2025,5.0,Not Churn,Saturday
NP-ES-MOVIES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-10-04,Ashoj,18,5506936,1200.0,GPRS,Skyline moives (QFX Birgunj ),Old User,13/08/2025,18/08/2025,5.0,Not Churn,Saturday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-09-06,Bhadra,21,5506936,600.0,WEB,Skyline moives (QFX Birgunj ),Old User,13/08/2025,18/08/2025,5.0,Not Churn,Saturday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-09-05,Bhadra,20,5506936,1500.0,WEB,Skyline moives (QFX Birgunj ),Old User,13/08/2025,18/08/2025,5.0,Not Churn,Friday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-25,Bhadra,9,5516537,800.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,27/07/2025,19/08/2025,23.0,Not Churn,Monday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-06,Ashoj,20,5516537,1200.0,GPRS,Regal Cinemas ( Butwal),Old User,27/07/2025,19/08/2025,23.0,Not Churn,Monday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-06,Ashoj,20,5520224,1980.0,GPRS,Regal Cinemas ( Butwal),Old User,14/08/2025,20/08/2025,6.0,Not Churn,Monday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-09-03,Bhadra,18,5520224,495.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,14/08/2025,20/08/2025,6.0,Not Churn,Wednesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-07,Ashoj,21,5520224,560.0,GPRS,Regal Cinemas ( Butwal),Old User,14/08/2025,20/08/2025,6.0,Not Churn,Tuesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-27,Bhadra,11,5520851,750.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-20,Bhadra,4,5520851,500.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-06,Ashoj,20,5520851,350.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-10-03,Ashoj,17,5524575,780.0,GPRS,Q's Cinemas,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Friday
NP-ES-QSCINEMA,Q's Cinema_QFX,2025-09-04,Bhadra,19,5524575,780.0,WEB,Q's Cinema_QFX,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Thursday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-05,Ashoj,19,5529222,820.0,GPRS,Regal Cinemas ( Butwal),Old User,09/08/2025,22/08/2025,13.0,Not Churn,Sunday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-26,Bhadra,10,5529222,2900.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,09/08/2025,22/08/2025,13.0,Not Churn,Tuesday
NP-ES-MOVIES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-10-03,Ashoj,17,5536272,600.0,GPRS,Skyline moives (QFX Birgunj ),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Friday
NP-ES-ELEMENTS,Elements Movies (QFX),2025-09-07,Bhadra,22,5536272,350.0,WEB,Elements Movies (QFX),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
NP-ES-MOVIES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-10-08,Ashoj,22,5546617,750.0,GPRS,Skyline moives (QFX Birgunj ),Old User,12/08/2025,18/08/2025,6.0,Not Churn,Wednesday
QFX_civil,QFX Civil,2025-08-20,Bhadra,4,5546617,500.0,WEB,QFX Civil,Old User,12/08/2025,18/08/2025,6.0,Not Churn,Wednesday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-26,Bhadra,10,5548174,800.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,14/08/2025,26/08/2025,12.0,Not Churn,Tuesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-07,Ashoj,21,5548174,800.0,GPRS,Regal Cinemas ( Butwal),Old User,14/08/2025,26/08/2025,12.0,Not Churn,Tuesday
QFX_labim,QFX Labim,2025-08-21,Bhadra,5,5549807,720.0,WEB,QFX Labim,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Thursday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-10,Ashoj,24,5549807,960.0,GPRS,Qfx Labim,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Friday
Qfx_Jalma,QFX Jalma Bharatpur,2025-08-28,Bhadra,12,5574471,1400.0,WEB,QFX Jalma Bharatpur,Old User,11/08/2025,17/08/2025,6.0,Not Churn,Thursday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-11,Ashoj,25,5574471,760.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,11/08/2025,17/08/2025,6.0,Not Churn,Saturday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-26,Bhadra,10,5614042,1400.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,07/08/2025,18/08/2025,11.0,Not Churn,Tuesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-14,Ashoj,28,5614042,1250.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,07/08/2025,18/08/2025,11.0,Not Churn,Tuesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-05,Ashoj,19,5628793,820.0,GPRS,Regal Cinemas ( Butwal),Deleted User,14/08/2025,21/08/2025,7.0,Not Churn,Sunday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-26,Bhadra,10,5628793,400.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Deleted User,14/08/2025,21/08/2025,7.0,Not Churn,Tuesday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-09-06,Bhadra,21,5630906,990.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-13,Ashoj,27,5630906,820.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
bigmovies,Bigmovies,2025-09-02,Bhadra,17,5658321,1800.0,WEB,Bigmovies,Old User,15/08/2025,20/08/2025,5.0,Not Churn,Tuesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-11,Ashoj,25,5658321,2640.0,GPRS,QFX Civil,Old User,15/08/2025,20/08/2025,5.0,Not Churn,Saturday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-08,Ashoj,22,5661217,750.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-17,Bhadra,1,5661217,1040.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
Qfx_Jalma,QFX Jalma Bharatpur,2025-08-20,Bhadra,4,5709827,600.0,WEB,QFX Jalma Bharatpur,Old User,31/07/2025,20/08/2025,20.0,Not Churn,Wednesday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-23,Ashoj,7,5709827,400.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,31/07/2025,20/08/2025,20.0,Not Churn,Tuesday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-24,Ashoj,8,5709827,200.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,31/07/2025,20/08/2025,20.0,Not Churn,Wednesday
NP-ES-MOVIES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-10-06,Ashoj,20,5721304,750.0,GPRS,Skyline moives (QFX Birgunj ),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-08-25,Bhadra,9,5721304,500.0,WEB,Skyline moives (QFX Birgunj ),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-14,Ashoj,28,5724810,1260.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
QFX_civil,QFX Civil,2025-09-05,Bhadra,20,5724810,1440.0,WEB,QFX Civil,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Friday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-21,Bhadra,5,5756272,400.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,30/07/2025,19/08/2025,20.0,Not Churn,Thursday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-02,Ashoj,16,5756272,2280.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,30/07/2025,19/08/2025,20.0,Not Churn,Thursday
